month,bu,tier,site,calls_handled,offers_present,offers_extended,offers_accepted,calls
2026-01,CPS,Tier A,Location 2,455,Type B - Product E|Type C - Product A|Type C - Product B|Type D - Product C|Type E - Product E,Type B - Product E|Type E - Product E,,31
2026-01,CPS,Tier A,Location 2,455,Type C - Product E,Type C - Product E,Type C - Product E,67
2026-01,CPS,Tier A,Location 2,455,Type D - Product B,,,213
2026-01,CPS,Tier A,Location 2,455,Type D - Product D|Type D - Product F,Type D - Product D|Type D - Product F,Type D - Product D|Type D - Product F,48
2026-01,CPS,Tier A,Location 2,455,Type E - Product A|Type E - Product G,Type E - Product A,,96
2026-01,CPS,Tier A,Location 2,1801,Type E - Product F,,,334
2026-01,CPS,Tier A,Location 2,2594,Type E - Product G,,,602
2026-01,CPS,Tier A,Location 3,3353,Type A - Product A|Type A - Product B|Type A - Product E|Type C - Product A|Type E - Product D,Type A - Product A|Type A - Product B|Type A - Product E|Type E - Product D,Type A - Product A|Type A - Product B|Type A - Product E,3252
2026-01,CPS,Tier A,Location 3,384,Type A - Product A|Type A - Product F|Type A - Product G|Type D - Product G|Type E - Product C|Type E - Product H,Type A - Product F|Type A - Product G|Type D - Product G,Type A - Product G,22
2026-01,CPS,Tier A,Location 3,1791,Type A - Product A|Type B - Product C|Type D - Product E,Type A - Product A,Type A - Product A,645
2026-01,CPS,Tier A,Location 3,3353,Type A - Product B|Type B - Product D|Type B - Product H|Type D - Product C,Type A - Product B|Type B - Product D|Type B - Product H|Type D - Product C,,101
2026-01,CPS,Tier A,Location 3,384,Type A - Product B|Type B - Product H|Type C - Product A|Type E - Product B,Type C - Product A|Type E - Product B,Type C - Product A|Type E - Product B,42
2026-01,CPS,Tier A,Location 3,428,Type A - Product D,,,428
2026-01,CPS,Tier A,Location 3,1791,Type A - Product F|Type B - Product D|Type C - Product B|Type C - Product H|Type D - Product B|Type D - Product F,Type A - Product F|Type B - Product D|Type C - Product B|Type C - Product H|Type D - Product B,Type A - Product F|Type C - Product B,611
2026-01,CPS,Tier A,Location 3,384,Type A - Product G|Type B - Product A|Type B - Product F|Type D - Product B,Type A - Product G|Type B - Product F|Type D - Product B,,306
2026-01,CPS,Tier A,Location 3,384,Type A - Product G|Type B - Product C|Type D - Product E,Type B - Product C,,11
2026-01,CPS,Tier A,Location 3,1791,Type B - Product C|Type B - Product G|Type C - Product F|Type C - Product G|Type D - Product H|Type E - Product H,Type B - Product C|Type B - Product G|Type C - Product F|Type C - Product G|Type D - Product H|Type E - Product H,Type B - Product C|Type B - Product G|Type C - Product F|Type C - Product G,423
2026-01,CPS,Tier A,Location 3,1791,Type B - Product D|Type C - Product A|Type C - Product D|Type D - Product H|Type E - Product B|Type E - Product C,Type B - Product D|Type C - Product D|Type E - Product B,Type C - Product D|Type E - Product B,1
2026-01,CPS,Tier A,Location 3,384,Type D - Product E|Type D - Product H|Type E - Product C|Type E - Product F,Type D - Product E|Type E - Product C,Type E - Product C,3
2026-01,CPS,Tier A,Location 3,1791,Type D - Product G|Type E - Product B|Type E - Product H,Type E - Product B|Type E - Product H,Type E - Product B|Type E - Product H,111
2026-01,CPS,Tier A,Location 4,683,Type A - Product B,Type A - Product B,,195
2026-01,CPS,Tier A,Location 4,2313,Type A - Product B|Type A - Product D|Type C - Product B|Type C - Product H|Type E - Product H,Type C - Product B,,2313
2026-01,CPS,Tier A,Location 4,683,Type A - Product B|Type A - Product E|Type B - Product A,Type A - Product B,Type A - Product B,59
2026-01,CPS,Tier A,Location 4,3126,Type A - Product B|Type A - Product H|Type B - Product D|Type C - Product C|Type D - Product F|Type E - Product D,,,668
2026-01,CPS,Tier A,Location 4,3140,Type A - Product B|Type B - Product D|Type C - Product E,Type A - Product B|Type C - Product E,Type A - Product B|Type C - Product E,497
2026-01,CPS,Tier A,Location 4,3126,Type A - Product C|Type B - Product A|Type B - Product G|Type E - Product A,Type A - Product C|Type B - Product A|Type B - Product G,Type B - Product G,621
2026-01,CPS,Tier A,Location 4,3140,Type A - Product D|Type B - Product B|Type B - Product E|Type C - Product B|Type D - Product A,Type B - Product B|Type B - Product E|Type D - Product A,,661
2026-01,CPS,Tier A,Location 4,3126,Type A - Product E|Type A - Product F|Type A - Product H|Type B - Product F|Type C - Product E|Type E - Product G,,,899
2026-01,CPS,Tier A,Location 4,3126,Type A - Product E|Type B - Product F,,,802
2026-01,CPS,Tier A,Location 4,3126,Type B - Product A|Type B - Product D|Type E - Product H,Type B - Product D,,136
2026-01,CPS,Tier A,Location 4,3140,Type B - Product A|Type B - Product E|Type C - Product B|Type C - Product G|Type D - Product D|Type E - Product C,Type B - Product A|Type C - Product B|Type C - Product G|Type D - Product D|Type E - Product C,,1120
2026-01,CPS,Tier A,Location 4,3140,Type B - Product G|Type D - Product C|Type E - Product B,,,592
2026-01,CPS,Tier A,Location 4,683,Type D - Product A|Type D - Product C,,,429
2026-01,CPS,Tier A,Location 4,3140,Type D - Product G,Type D - Product G,Type D - Product G,270
2026-01,CPS,Tier A,Location 5,1619,Type A - Product A|Type B - Product D|Type C - Product E|Type D - Product A|Type E - Product C,Type B - Product D,,557
2026-01,CPS,Tier A,Location 5,2063,Type A - Product D|Type A - Product G|Type C - Product A|Type C - Product H|Type E - Product A,,,2063
2026-01,CPS,Tier A,Location 5,1619,Type A - Product D|Type B - Product C|Type B - Product H,Type B - Product C,Type B - Product C,417
2026-01,CPS,Tier A,Location 5,1917,Type A - Product D|Type B - Product H|Type E - Product G,Type A - Product D|Type B - Product H|Type E - Product G,Type A - Product D|Type B - Product H|Type E - Product G,620
2026-01,CPS,Tier A,Location 5,1917,Type A - Product H|Type B - Product D|Type C - Product D|Type C - Product E|Type D - Product B|Type E - Product B,Type A - Product H|Type B - Product D|Type C - Product D|Type C - Product E|Type D - Product B,Type A - Product H|Type B - Product D|Type C - Product D|Type C - Product E|Type D - Product B,1297
2026-01,CPS,Tier A,Location 5,1619,Type C - Product A,,,349
2026-01,CPS,Tier A,Location 5,584,Type C - Product B|Type C - Product H,Type C - Product B|Type C - Product H,Type C - Product H,584
2026-01,CPS,Tier A,Location 5,1619,Type E - Product C,Type E - Product C,,296
2026-01,CPS,Tier A,Location 6,3184,Type A - Product A|Type A - Product E|Type C - Product G,,,3184
2026-01,CPS,Tier A,Location 6,3071,Type A - Product A|Type C - Product A,Type A - Product A|Type C - Product A,,137
2026-01,CPS,Tier A,Location 6,3071,Type A - Product B|Type A - Product C|Type B - Product H|Type D - Product E|Type E - Product C|Type E - Product G,Type A - Product B,Type A - Product B,1706
2026-01,CPS,Tier A,Location 6,2625,Type A - Product B|Type B - Product C|Type B - Product E,,,160
2026-01,CPS,Tier A,Location 6,2625,Type A - Product F|Type B - Product F,,,237
2026-01,CPS,Tier A,Location 6,1587,Type A - Product H|Type D - Product A|Type E - Product H,Type D - Product A|Type E - Product H,,1572
2026-01,CPS,Tier A,Location 6,2625,Type B - Product H|Type C - Product A|Type C - Product G,Type B - Product H|Type C - Product A|Type C - Product G,Type B - Product H|Type C - Product G,1049
2026-01,CPS,Tier A,Location 6,2625,Type C - Product B,,,1179
2026-01,CPS,Tier A,Location 6,3071,Type C - Product E|Type D - Product A,Type C - Product E|Type D - Product A,Type D - Product A,843
2026-01,CPS,Tier A,Location 6,1587,Type C - Product H|Type D - Product A|Type D - Product D|Type E - Product B,Type C - Product H|Type D - Product A,Type C - Product H|Type D - Product A,15
2026-01,CPS,Tier A,Location 6,3071,Type D - Product E,Type D - Product E,Type D - Product E,385
2026-01,CPS,Tier B,Location 1,2943,Type A - Product B|Type A - Product D|Type B - Product G|Type C - Product C,Type A - Product B,,1112
2026-01,CPS,Tier B,Location 1,2758,Type A - Product B|Type B - Product A|Type E - Product H,Type B - Product A,,401
2026-01,CPS,Tier B,Location 1,2943,Type A - Product E|Type A - Product H|Type C - Product H|Type E - Product E,Type A - Product H|Type C - Product H|Type E - Product E,,72
2026-01,CPS,Tier B,Location 1,1635,Type A - Product F|Type B - Product C|Type B - Product F|Type C - Product A|Type E - Product A,Type A - Product F|Type B - Product C|Type C - Product A|Type E - Product A,Type A - Product F|Type C - Product A|Type E - Product A,513
2026-01,CPS,Tier B,Location 1,2168,Type A - Product G|Type B - Product B|Type C - Product G,Type B - Product B,Type B - Product B,1058
2026-01,CPS,Tier B,Location 1,2943,Type B - Product A|Type B - Product B|Type C - Product D|Type C - Product G,Type C - Product D,Type C - Product D,741
2026-01,CPS,Tier B,Location 1,2758,Type B - Product A|Type E - Product H,Type B - Product A|Type E - Product H,,573
2026-01,CPS,Tier B,Location 1,2758,Type B - Product F|Type B - Product H|Type C - Product E,Type C - Product E,,456
2026-01,CPS,Tier B,Location 1,1635,Type C - Product A,,,591
2026-01,CPS,Tier B,Location 1,2758,Type C - Product A,Type C - Product A,,432
2026-01,CPS,Tier B,Location 1,1635,Type C - Product A|Type C - Product G,,,469
2026-01,CPS,Tier B,Location 1,1635,Type C - Product C|Type C - Product F|Type D - Product B|Type D - Product C|Type E - Product A|Type E - Product F,Type D - Product B|Type D - Product C|Type E - Product F,Type D - Product C,62
2026-01,CPS,Tier B,Location 1,2168,Type C - Product E|Type D - Product E,Type D - Product E,,133
2026-01,CPS,Tier B,Location 1,2758,Type C - Product F|Type C - Product H|Type D - Product D|Type D - Product H|Type E - Product B,Type C - Product H|Type D - Product H,Type C - Product H|Type D - Product H,896
2026-01,CPS,Tier B,Location 1,2943,Type C - Product G|Type D - Product A,Type C - Product G|Type D - Product A,Type D - Product A,394
2026-01,CPS,Tier B,Location 1,2943,Type D - Product A|Type D - Product B|Type D - Product D,Type D - Product B,Type D - Product B,624
2026-01,CPS,Tier B,Location 1,2168,Type D - Product E,Type D - Product E,,977
2026-01,CPS,Tier B,Location 2,1251,Type A - Product A|Type A - Product D|Type A - Product E|Type C - Product A|Type D - Product E|Type E - Product F,,,226
2026-01,CPS,Tier B,Location 2,2700,Type A - Product A|Type B - Product C|Type B - Product F|Type E - Product C|Type E - Product G,Type B - Product F,Type B - Product F,2700
2026-01,CPS,Tier B,Location 2,520,Type A - Product B|Type A - Product C|Type A - Product E|Type A - Product H|Type C - Product G|Type E - Product C,Type C - Product G|Type E - Product C,Type E - Product C,307
2026-01,CPS,Tier B,Location 2,520,Type A - Product G|Type A - Product H|Type B - Product H|Type C - Product A|Type C - Product H,Type A - Product G|Type C - Product A|Type C - Product H,Type A - Product G,72
2026-01,CPS,Tier B,Location 2,1251,Type B - Product A|Type B - Product D|Type C - Product D,Type B - Product D|Type C - Product D,Type B - Product D|Type C - Product D,637
2026-01,CPS,Tier B,Location 2,1251,Type B - Product C|Type C - Product A|Type C - Product H|Type E - Product B,Type B - Product C|Type C - Product A|Type C - Product H|Type E - Product B,Type B - Product C|Type C - Product A,388
2026-01,CPS,Tier B,Location 2,520,Type B - Product D,,,9
2026-01,CPS,Tier B,Location 2,2860,Type B - Product E,Type B - Product E,,1394
2026-01,CPS,Tier B,Location 2,520,Type C - Product E|Type D - Product F,,,132
2026-01,CPS,Tier B,Location 2,2860,Type D - Product B,,,1466
2026-01,CPS,Tier B,Location 3,504,Type A - Product B|Type A - Product G,,,163
2026-01,CPS,Tier B,Location 3,504,Type A - Product F|Type C - Product A|Type C - Product F|Type C - Product H,,,326
2026-01,CPS,Tier B,Location 3,3147,Type A - Product H|Type B - Product A|Type C - Product C|Type E - Product A,Type C - Product C,,1783
2026-01,CPS,Tier B,Location 3,3147,Type A - Product H|Type C - Product F|Type D - Product F,Type C - Product F,,230
2026-01,CPS,Tier B,Location 3,2864,Type B - Product A|Type B - Product B|Type C - Product F|Type C - Product H|Type D - Product E|Type E - Product G,Type C - Product F|Type D - Product E,Type C - Product F,122
2026-01,CPS,Tier B,Location 3,3147,Type B - Product F|Type D - Product A|Type D - Product E,Type D - Product E,Type D - Product E,1134
2026-01,CPS,Tier B,Location 3,3274,Type C - Product B|Type C - Product G|Type C - Product H|Type D - Product B|Type E - Product C,,,1232
2026-01,CPS,Tier B,Location 3,3274,Type C - Product F,,,1669
2026-01,CPS,Tier B,Location 3,504,Type C - Product H,Type C - Product H,,15
2026-01,CPS,Tier B,Location 3,3274,Type D - Product F,,,373
2026-01,CPS,Tier B,Location 3,2864,Type D - Product F|Type E - Product H,Type D - Product F|Type E - Product H,Type D - Product F|Type E - Product H,2742
2026-01,CPS,Tier B,Location 4,3091,Type A - Product A,,,3091
2026-01,CPS,Tier B,Location 4,746,Type A - Product B|Type B - Product E|Type C - Product C|Type D - Product B|Type E - Product C,Type C - Product C|Type D - Product B|Type E - Product C,Type C - Product C|Type D - Product B|Type E - Product C,706
2026-01,CPS,Tier B,Location 4,3226,Type A - Product D|Type A - Product F|Type B - Product H|Type C - Product F,Type B - Product H,Type B - Product H,991
2026-01,CPS,Tier B,Location 4,2042,Type A - Product E|Type E - Product D,Type E - Product D,Type E - Product D,1232
2026-01,CPS,Tier B,Location 4,2042,Type A - Product G|Type C - Product G,Type A - Product G|Type C - Product G,,413
2026-01,CPS,Tier B,Location 4,746,Type B - Product A|Type B - Product B|Type B - Product D|Type B - Product H|Type C - Product A|Type D - Product H,Type D - Product H,Type D - Product H,40
2026-01,CPS,Tier B,Location 4,3226,Type B - Product B|Type C - Product F|Type D - Product B|Type D - Product F|Type E - Product H,Type E - Product H,Type E - Product H,1306
2026-01,CPS,Tier B,Location 4,2042,Type C - Product D|Type E - Product A|Type E - Product B,,,57
2026-01,CPS,Tier B,Location 4,3226,Type C - Product D|Type E - Product E,Type C - Product D,,929
2026-01,CPS,Tier B,Location 4,2042,Type E - Product B|Type E - Product H,,,340
2026-01,CPS,Tier B,Location 5,1314,Type A - Product B|Type B - Product E|Type B - Product G|Type C - Product G|Type D - Product C,Type A - Product B|Type B - Product E|Type B - Product G|Type D - Product C,Type B - Product G|Type D - Product C,430
2026-01,CPS,Tier B,Location 5,1748,Type A - Product B|Type C - Product B|Type D - Product G,,,474
2026-01,CPS,Tier B,Location 5,1070,Type A - Product C|Type B - Product B|Type C - Product C|Type D - Product G|Type E - Product B,Type A - Product C|Type B - Product B|Type C - Product C|Type D - Product G|Type E - Product B,Type A - Product C|Type B - Product B|Type C - Product C|Type D - Product G|Type E - Product B,907
2026-01,CPS,Tier B,Location 5,1748,Type A - Product D|Type A - Product E|Type B - Product C|Type C - Product C|Type D - Product E|Type E - Product F,Type A - Product D|Type A - Product E|Type B - Product C|Type D - Product E|Type E - Product F,Type A - Product D|Type A - Product E|Type B - Product C|Type E - Product F,34
2026-01,CPS,Tier B,Location 5,1314,Type A - Product D|Type C - Product H,Type C - Product H,,132
2026-01,CPS,Tier B,Location 5,1748,Type A - Product F|Type E - Product A|Type E - Product F,,,581
2026-01,CPS,Tier B,Location 5,1314,Type B - Product A,Type B - Product A,,17
2026-01,CPS,Tier B,Location 5,1748,Type B - Product B,,,55
2026-01,CPS,Tier B,Location 5,1314,Type B - Product D|Type B - Product F|Type C - Product D|Type C - Product F|Type D - Product A|Type E - Product B,Type B - Product F|Type D - Product A|Type E - Product B,Type B - Product F|Type D - Product A|Type E - Product B,667
2026-01,CPS,Tier B,Location 5,1748,Type B - Product E|Type B - Product F|Type D - Product H,,,604
2026-01,CPS,Tier B,Location 5,1070,Type B - Product F|Type E - Product C|Type E - Product E,Type B - Product F,Type B - Product F,163
2026-01,CPS,Tier B,Location 5,1314,Type B - Product G|Type D - Product G,Type B - Product G,,68
2026-01,CPS,Tier B,Location 5,1758,Type E - Product G,Type E - Product G,,1758
2026-01,CPS,Tier B,Location 6,2043,Type A - Product B|Type A - Product E|Type C - Product A|Type C - Product D|Type C - Product E|Type E - Product A,Type A - Product B|Type A - Product E|Type C - Product A|Type C - Product D|Type C - Product E|Type E - Product A,Type A - Product E|Type C - Product A|Type E - Product A,78
2026-01,CPS,Tier B,Location 6,2034,Type A - Product D|Type A - Product E|Type B - Product G|Type C - Product A|Type C - Product E|Type C - Product H,Type A - Product E|Type B - Product G|Type C - Product A|Type C - Product E|Type C - Product H,,380
2026-01,CPS,Tier B,Location 6,2034,Type A - Product F|Type B - Product B|Type C - Product C|Type D - Product G|Type E - Product D,Type B - Product B|Type E - Product D,Type B - Product B|Type E - Product D,1654
2026-01,CPS,Tier B,Location 6,1427,Type A - Product F|Type C - Product B,Type A - Product F|Type C - Product B,,1427
2026-01,CPS,Tier B,Location 6,2043,Type A - Product G|Type D - Product F|Type D - Product H|Type E - Product D|Type E - Product E,Type D - Product F|Type D - Product H|Type E - Product D|Type E - Product E,,1022
2026-01,CPS,Tier B,Location 6,2043,Type A - Product H|Type B - Product H|Type D - Product H|Type E - Product C|Type E - Product G|Type E - Product H,Type A - Product H|Type B - Product H|Type E - Product C|Type E - Product H,,58
2026-01,CPS,Tier B,Location 6,2043,Type B - Product A|Type B - Product B|Type C - Product E|Type D - Product C|Type E - Product E|Type E - Product G,Type B - Product A|Type C - Product E,Type B - Product A|Type C - Product E,885
2026-01,CPS,Tier B,Location 6,1806,Type B - Product B|Type C - Product F|Type D - Product A|Type E - Product E,Type B - Product B|Type D - Product A,Type B - Product B|Type D - Product A,1237
2026-01,CPS,Tier B,Location 6,1806,Type B - Product B|Type D - Product C|Type D - Product F,,,569
2026-01,CPS,Tier C,Location 1,2395,Type A - Product A|Type D - Product A,,,1059
2026-01,CPS,Tier C,Location 1,2393,Type A - Product B|Type A - Product E|Type A - Product F|Type C - Product H|Type E - Product A|Type E - Product F,,,447
2026-01,CPS,Tier C,Location 1,1705,Type A - Product D|Type A - Product G|Type D - Product A|Type E - Product E,,,195
2026-01,CPS,Tier C,Location 1,2393,Type A - Product E|Type A - Product H,,,1946
2026-01,CPS,Tier C,Location 1,2304,Type A - Product E|Type C - Product H|Type D - Product E|Type E - Product G,Type C - Product H|Type E - Product G,Type C - Product H|Type E - Product G,762
2026-01,CPS,Tier C,Location 1,2395,Type A - Product H|Type B - Product D|Type D - Product G|Type E - Product F,Type B - Product D|Type E - Product F,,437
2026-01,CPS,Tier C,Location 1,2395,Type B - Product A|Type B - Product C|Type C - Product D|Type D - Product B|Type E - Product B|Type E - Product C,Type B - Product A|Type B - Product C|Type C - Product D|Type D - Product B|Type E - Product B|Type E - Product C,Type B - Product A|Type C - Product D|Type E - Product B|Type E - Product C,899
2026-01,CPS,Tier C,Location 1,1705,Type B - Product E|Type B - Product G|Type C - Product D|Type C - Product H,Type B - Product E|Type C - Product D,Type B - Product E,1510
2026-01,CPS,Tier C,Location 1,2304,Type B - Product E|Type E - Product A,Type B - Product E,,1542
2026-01,CPS,Tier C,Location 2,3221,Type A - Product A|Type B - Product B|Type B - Product H,,,423
2026-01,CPS,Tier C,Location 2,1509,Type A - Product A|Type C - Product H|Type E - Product E,,,962
2026-01,CPS,Tier C,Location 2,1509,Type A - Product B|Type A - Product C|Type A - Product F|Type B - Product C|Type C - Product F|Type E - Product F,Type A - Product B|Type A - Product C|Type A - Product F|Type B - Product C,Type A - Product F|Type B - Product C,547
2026-01,CPS,Tier C,Location 2,2486,Type A - Product C|Type B - Product F|Type D - Product E,Type A - Product C|Type D - Product E,Type A - Product C|Type D - Product E,1592
2026-01,CPS,Tier C,Location 2,3221,Type A - Product F|Type B - Product D|Type D - Product D|Type D - Product E,Type A - Product F|Type B - Product D|Type D - Product D|Type D - Product E,Type A - Product F|Type D - Product E,529
2026-01,CPS,Tier C,Location 2,2486,Type B - Product A|Type B - Product F|Type C - Product A|Type C - Product E|Type E - Product G,Type C - Product A|Type E - Product G,Type C - Product A,372
2026-01,CPS,Tier C,Location 2,2206,Type B - Product C|Type B - Product D|Type B - Product F|Type C - Product E|Type E - Product B,Type B - Product C|Type C - Product E,Type C - Product E,2206
2026-01,CPS,Tier C,Location 2,2486,Type B - Product F,Type B - Product F,Type B - Product F,522
2026-01,CPS,Tier C,Location 2,3221,Type B - Product G|Type D - Product A,Type B - Product G,,170
2026-01,CPS,Tier C,Location 2,3221,Type C - Product B|Type C - Product F|Type D - Product F,,,150
2026-01,CPS,Tier C,Location 2,3221,Type D - Product D|Type D - Product G,Type D - Product D,Type D - Product D,1949
2026-01,CPS,Tier C,Location 3,1695,Type A - Product B|Type B - Product H|Type D - Product A|Type D - Product D,Type B - Product H|Type D - Product A|Type D - Product D,Type D - Product A,399
2026-01,CPS,Tier C,Location 3,2461,Type A - Product C|Type A - Product E|Type E - Product A|Type E - Product C,Type A - Product C|Type E - Product A|Type E - Product C,Type E - Product C,514
2026-01,CPS,Tier C,Location 3,2461,Type A - Product C|Type C - Product B|Type E - Product E,,,426
2026-01,CPS,Tier C,Location 3,2461,Type A - Product C|Type D - Product D|Type E - Product B,Type E - Product B,,304
2026-01,CPS,Tier C,Location 3,1745,Type A - Product G|Type B - Product F|Type D - Product D,Type A - Product G|Type B - Product F|Type D - Product D,Type A - Product G|Type D - Product D,333
2026-01,CPS,Tier C,Location 3,1745,Type B - Product A|Type B - Product G|Type C - Product A|Type D - Product E|Type E - Product B,Type B - Product A|Type E - Product B,Type B - Product A|Type E - Product B,1412
2026-01,CPS,Tier C,Location 3,2461,Type B - Product A|Type B - Product G|Type C - Product B|Type C - Product G|Type D - Product E|Type E - Product B,,,447
2026-01,CPS,Tier C,Location 3,2461,Type B - Product D|Type C - Product A|Type D - Product B,,,770
2026-01,CPS,Tier C,Location 3,1695,Type B - Product F|Type C - Product E|Type D - Product B|Type D - Product H|Type E - Product D|Type E - Product F,Type B - Product F,Type B - Product F,1296
2026-01,CPS,Tier C,Location 3,1137,Type C - Product A|Type C - Product E|Type D - Product A|Type E - Product H,Type C - Product E|Type D - Product A|Type E - Product H,Type D - Product A|Type E - Product H,1137
2026-01,CPS,Tier C,Location 4,3192,Type A - Product B|Type A - Product G|Type C - Product D|Type E - Product H,Type A - Product B|Type C - Product D,Type A - Product B|Type C - Product D,3171
2026-01,CPS,Tier C,Location 4,3175,Type A - Product D|Type D - Product D|Type E - Product H,Type A - Product D|Type D - Product D|Type E - Product H,Type A - Product D|Type D - Product D|Type E - Product H,353
2026-01,CPS,Tier C,Location 4,1867,Type A - Product E|Type D - Product C|Type E - Product D|Type E - Product G,Type E - Product G,Type E - Product G,1322
2026-01,CPS,Tier C,Location 4,3274,Type A - Product F,,,1031
2026-01,CPS,Tier C,Location 4,1867,Type A - Product F|Type B - Product A|Type C - Product E|Type C - Product F,Type B - Product A|Type C - Product E|Type C - Product F,Type B - Product A,545
2026-01,CPS,Tier C,Location 4,3274,Type B - Product B|Type C - Product D|Type C - Product E|Type C - Product F|Type C - Product G|Type D - Product G,Type B - Product B|Type C - Product D|Type C - Product E|Type C - Product F|Type C - Product G|Type D - Product G,Type C - Product E,18
2026-01,CPS,Tier C,Location 4,3192,Type B - Product B|Type C - Product F|Type C - Product H|Type D - Product E|Type D - Product G,Type B - Product B|Type C - Product H|Type D - Product G,,21
2026-01,CPS,Tier C,Location 4,3274,Type B - Product B|Type D - Product A,Type D - Product A,Type D - Product A,816
2026-01,CPS,Tier C,Location 4,3175,Type B - Product E|Type B - Product F|Type D - Product C|Type E - Product F|Type E - Product G,Type B - Product E|Type B - Product F|Type D - Product C|Type E - Product F|Type E - Product G,Type B - Product F|Type D - Product C|Type E - Product G,103
2026-01,CPS,Tier C,Location 4,3175,Type C - Product A|Type C - Product F|Type D - Product A,Type C - Product A|Type C - Product F|Type D - Product A,Type C - Product F|Type D - Product A,788
2026-01,CPS,Tier C,Location 4,3175,Type C - Product H|Type D - Product G,Type C - Product H|Type D - Product G,Type C - Product H|Type D - Product G,755
2026-01,CPS,Tier C,Location 4,3274,Type E - Product D,,,1409
2026-01,CPS,Tier C,Location 4,3175,Type E - Product E,,,1176
2026-01,CPS,Tier C,Location 5,1249,Type A - Product A,,,398
2026-01,CPS,Tier C,Location 5,1731,Type A - Product A,Type A - Product A,,29
2026-01,CPS,Tier C,Location 5,1731,Type A - Product B,,,197
2026-01,CPS,Tier C,Location 5,2361,Type A - Product C,Type A - Product C,Type A - Product C,1126
2026-01,CPS,Tier C,Location 5,1731,Type A - Product C|Type B - Product C,Type A - Product C,,857
2026-01,CPS,Tier C,Location 5,892,Type A - Product E,,,450
2026-01,CPS,Tier C,Location 5,892,Type A - Product E|Type D - Product H|Type E - Product E,Type D - Product H|Type E - Product E,,85
