month,bu,tier,site,calls_handled,offers_present,offers_extended,offers_accepted,calls
2026-01,CPS,Tier A,Location 1,319,Offer B|Offer E|Offer G|Offer H|Offer I|Offer J,Offer B|Offer E|Offer G|Offer H|Offer I|Offer J,Offer B|Offer G|Offer H|Offer I|Offer J,28
2026-01,CPS,Tier A,Location 1,373,Offer B|Offer E|Offer H|Offer I,Offer E,,5
2026-01,CPS,Tier A,Location 1,319,Offer B|Offer F,Offer B,Offer B,111
2026-01,CPS,Tier A,Location 1,164,Offer B|Offer F|Offer G|Offer H,Offer F|Offer G|Offer H,Offer F|Offer H,2
2026-01,CPS,Tier A,Location 1,282,Offer B|Offer F|Offer H,Offer B|Offer H,,282
2026-01,CPS,Tier A,Location 1,373,Offer B|Offer H,Offer B|Offer H,Offer B,302
2026-01,CPS,Tier A,Location 1,488,Offer C,,,136
2026-01,CPS,Tier A,Location 1,265,Offer C,Offer C,,83
2026-01,CPS,Tier A,Location 1,486,Offer C|Offer D|Offer E,Offer E,Offer E,76
2026-01,CPS,Tier A,Location 1,83,Offer C|Offer D|Offer E|Offer F|Offer G|Offer I|Offer J,Offer E,,21
2026-01,CPS,Tier A,Location 1,265,Offer C|Offer D|Offer F,,,18
2026-01,CPS,Tier A,Location 1,144,Offer C|Offer D|Offer G|Offer I|Offer J,Offer C|Offer I|Offer J,,84
2026-01,CPS,Tier A,Location 1,164,Offer C|Offer D|Offer G|Offer J,,,80
2026-01,CPS,Tier A,Location 1,185,Offer C|Offer D|Offer I,,,64
2026-01,CPS,Tier A,Location 1,394,Offer C|Offer D|Offer I,Offer C|Offer D|Offer I,Offer C,78
2026-01,CPS,Tier A,Location 1,424,Offer C|Offer D|Offer I,Offer I,,8
2026-01,CPS,Tier A,Location 1,185,Offer C|Offer D|Offer I|Offer J,Offer D,,5
2026-01,CPS,Tier A,Location 1,424,Offer C|Offer E|Offer F,Offer C|Offer F,,61
2026-01,CPS,Tier A,Location 1,175,Offer C|Offer E|Offer H|Offer I|Offer J,Offer C|Offer E|Offer H|Offer J,Offer C|Offer E|Offer J,175
2026-01,CPS,Tier A,Location 1,351,Offer C|Offer F|Offer G,Offer F,,143
2026-01,CPS,Tier A,Location 1,82,Offer C|Offer G,Offer G,,23
2026-01,CPS,Tier A,Location 1,495,Offer D,Offer D,,4
2026-01,CPS,Tier A,Location 1,164,Offer D|Offer E,Offer E,Offer E,12
2026-01,CPS,Tier A,Location 1,407,Offer D|Offer E|Offer F|Offer G|Offer H,Offer D|Offer E|Offer G,Offer E,113
2026-01,CPS,Tier A,Location 1,220,Offer D|Offer E|Offer F|Offer G|Offer H|Offer I,Offer D|Offer E|Offer F|Offer G|Offer H|Offer I,Offer F|Offer G|Offer H,73
2026-01,CPS,Tier A,Location 1,82,Offer D|Offer E|Offer H|Offer J,,,12
2026-01,CPS,Tier A,Location 1,424,Offer D|Offer E|Offer I,,,189
2026-01,CPS,Tier A,Location 1,379,Offer D|Offer G|Offer H|Offer I,Offer D|Offer G|Offer H|Offer I,Offer D,379
2026-01,CPS,Tier A,Location 1,265,Offer D|Offer G|Offer H|Offer I|Offer J,Offer I|Offer J,,162
2026-01,CPS,Tier A,Location 1,237,Offer D|Offer H,Offer H,Offer H,37
2026-01,CPS,Tier A,Location 1,632,Offer D|Offer J,,,476
2026-01,CPS,Tier A,Location 1,237,Offer E,,,95
2026-01,CPS,Tier A,Location 1,373,Offer E|Offer F|Offer H|Offer I|Offer J,Offer F,Offer F,66
2026-01,CPS,Tier A,Location 1,407,Offer E|Offer H,,,5
2026-01,CPS,Tier A,Location 1,486,Offer E|Offer H|Offer J,Offer E|Offer H|Offer J,Offer E|Offer H|Offer J,275
2026-01,CPS,Tier A,Location 1,488,Offer E|Offer I|Offer J,Offer I,Offer I,113
2026-01,CPS,Tier A,Location 1,58,Offer F,Offer F,,4
2026-01,CPS,Tier A,Location 1,351,Offer F|Offer G|Offer H|Offer I|Offer J,Offer G|Offer H|Offer I,Offer G|Offer H|Offer I,3
2026-01,CPS,Tier A,Location 1,187,Offer F|Offer G|Offer J,Offer F|Offer G|Offer J,,37
2026-01,CPS,Tier A,Location 1,58,Offer F|Offer I,Offer F|Offer I,,25
2026-01,CPS,Tier A,Location 1,319,Offer G|Offer I,Offer G,Offer G,62
2026-01,CPS,Tier A,Location 1,94,Offer G|Offer J,,,94
2026-01,CPS,Tier A,Location 1,424,Offer H|Offer I,,,181
2026-01,CPS,Tier A,Location 1,351,Offer H|Offer J,Offer J,Offer J,27
2026-01,CPS,Tier A,Location 1,237,Offer I,Offer I,,11
2026-01,CPS,Tier A,Location 1,509,Offer J,,,302
2026-01,CPS,Tier A,Location 2,349,Offer A,,,349
2026-01,CPS,Tier A,Location 2,152,Offer A,Offer A,,38
2026-01,CPS,Tier A,Location 2,347,Offer A|Offer B|Offer C|Offer D|Offer E|Offer F|Offer I,Offer A|Offer B|Offer C|Offer I,Offer I,111
2026-01,CPS,Tier A,Location 2,152,Offer A|Offer B|Offer C|Offer D|Offer E|Offer G|Offer I,Offer A|Offer B|Offer C|Offer D|Offer E|Offer G|Offer I,Offer A|Offer C|Offer D|Offer G|Offer I,35
2026-01,CPS,Tier A,Location 2,309,Offer A|Offer B|Offer C|Offer D|Offer E|Offer H|Offer J,Offer A|Offer H,Offer A|Offer H,309
2026-01,CPS,Tier A,Location 2,425,Offer A|Offer B|Offer C|Offer E|Offer F|Offer H|Offer J,Offer A|Offer F|Offer J,Offer A,353
2026-01,CPS,Tier A,Location 2,484,Offer A|Offer B|Offer C|Offer F|Offer G|Offer J,Offer A|Offer C|Offer F|Offer J,,132
2026-01,CPS,Tier A,Location 2,223,Offer A|Offer B|Offer D|Offer E|Offer F|Offer G|Offer J,Offer A|Offer E|Offer F|Offer G,Offer E,84
2026-01,CPS,Tier A,Location 2,427,Offer A|Offer B|Offer D|Offer E|Offer H|Offer I,,,41
2026-01,CPS,Tier A,Location 2,425,Offer A|Offer B|Offer D|Offer E|Offer H|Offer I|Offer J,Offer A|Offer D|Offer E|Offer I|Offer J,,2
2026-01,CPS,Tier A,Location 2,115,Offer A|Offer B|Offer D|Offer F|Offer H|Offer I,Offer F,,115
2026-01,CPS,Tier A,Location 2,173,Offer A|Offer B|Offer D|Offer J,Offer A|Offer B|Offer D|Offer J,,25
2026-01,CPS,Tier A,Location 2,363,Offer A|Offer B|Offer E,Offer A|Offer B|Offer E,Offer E,110
2026-01,CPS,Tier A,Location 2,484,Offer A|Offer B|Offer E|Offer F,Offer A|Offer B,,303
2026-01,CPS,Tier A,Location 2,404,Offer A|Offer B|Offer E|Offer F|Offer G|Offer H|Offer J,Offer A|Offer B|Offer E|Offer F,,18
2026-01,CPS,Tier A,Location 2,363,Offer A|Offer B|Offer E|Offer F|Offer G|Offer H|Offer J,Offer H|Offer J,Offer J,170
2026-01,CPS,Tier A,Location 2,374,Offer A|Offer B|Offer E|Offer F|Offer G|Offer I,Offer E|Offer F|Offer G,Offer F,121
2026-01,CPS,Tier A,Location 2,363,Offer A|Offer B|Offer G|Offer J,Offer J,,60
2026-01,CPS,Tier A,Location 2,107,Offer A|Offer B|Offer H|Offer J,Offer A|Offer B|Offer H|Offer J,Offer A,11
2026-01,CPS,Tier A,Location 2,347,Offer A|Offer C|Offer D|Offer E|Offer F|Offer G|Offer J,,,27
2026-01,CPS,Tier A,Location 2,369,Offer A|Offer C|Offer D|Offer E|Offer F|Offer I|Offer J,,,28
2026-01,CPS,Tier A,Location 2,316,Offer A|Offer C|Offer D|Offer E|Offer G|Offer H|Offer J,Offer C|Offer D|Offer G,,8
2026-01,CPS,Tier A,Location 2,234,Offer A|Offer C|Offer D|Offer E|Offer G|Offer H|Offer J,Offer C|Offer H,Offer C|Offer H,105
2026-01,CPS,Tier A,Location 2,234,Offer A|Offer C|Offer D|Offer E|Offer H|Offer I|Offer J,,,129
2026-01,CPS,Tier A,Location 2,404,Offer A|Offer C|Offer D|Offer F|Offer H|Offer I,Offer A|Offer C|Offer D|Offer F|Offer H,Offer A|Offer C|Offer D|Offer F|Offer H,220
2026-01,CPS,Tier A,Location 2,440,Offer A|Offer C|Offer D|Offer J,Offer C|Offer D,,440
2026-01,CPS,Tier A,Location 2,415,Offer A|Offer C|Offer F,Offer C|Offer F,Offer F,120
2026-01,CPS,Tier A,Location 2,427,Offer A|Offer C|Offer G|Offer I,Offer A|Offer C|Offer G|Offer I,Offer A,240
2026-01,CPS,Tier A,Location 2,404,Offer A|Offer C|Offer H,Offer H,,157
2026-01,CPS,Tier A,Location 2,195,Offer A|Offer D|Offer E|Offer H|Offer J,Offer A|Offer D|Offer E|Offer H|Offer J,Offer D|Offer H|Offer J,19
2026-01,CPS,Tier A,Location 2,374,Offer A|Offer D|Offer E|Offer I|Offer J,Offer A|Offer D|Offer E,Offer D,98
2026-01,CPS,Tier A,Location 2,347,Offer A|Offer D|Offer F,Offer A|Offer D|Offer F,Offer D|Offer F,169
2026-01,CPS,Tier A,Location 2,166,Offer A|Offer D|Offer F|Offer G|Offer I|Offer J,Offer D|Offer I,,73
2026-01,CPS,Tier A,Location 2,278,Offer A|Offer D|Offer J,Offer A,Offer A,81
2026-01,CPS,Tier A,Location 2,738,Offer A|Offer E,Offer A|Offer E,,298
2026-01,CPS,Tier A,Location 2,427,Offer A|Offer E|Offer F,,,52
2026-01,CPS,Tier A,Location 2,369,Offer A|Offer E|Offer H,Offer E,,86
2026-01,CPS,Tier A,Location 2,343,Offer A|Offer E|Offer J,Offer A|Offer E,Offer E,45
2026-01,CPS,Tier A,Location 2,316,Offer A|Offer E|Offer J,Offer A|Offer E|Offer J,Offer A,286
2026-01,CPS,Tier A,Location 2,166,Offer A|Offer F|Offer G,,,7
2026-01,CPS,Tier A,Location 2,488,Offer A|Offer F|Offer G|Offer I,Offer A|Offer F|Offer I,,218
2026-01,CPS,Tier A,Location 2,338,Offer A|Offer F|Offer G|Offer I|Offer J,Offer F,,43
2026-01,CPS,Tier A,Location 2,338,Offer A|Offer F|Offer G|Offer I|Offer J,Offer F|Offer I|Offer J,,42
2026-01,CPS,Tier A,Location 2,195,Offer A|Offer F|Offer G|Offer J,Offer A|Offer F|Offer J,Offer F|Offer J,74
2026-01,CPS,Tier A,Location 2,484,Offer A|Offer G|Offer I,Offer A|Offer G|Offer I,Offer G|Offer I,49
2026-01,CPS,Tier A,Location 2,316,Offer A|Offer G|Offer J,Offer A,Offer A,22
2026-01,CPS,Tier A,Location 2,338,Offer B,,,63
2026-01,CPS,Tier A,Location 2,654,Offer B,Offer B,Offer B,71
2026-01,CPS,Tier A,Location 2,309,Offer B|Offer C|Offer D|Offer E|Offer G|Offer H,Offer B|Offer C|Offer D|Offer E|Offer G|Offer H,Offer C|Offer H,54
2026-01,CPS,Tier A,Location 2,427,Offer B|Offer C|Offer D|Offer F|Offer G|Offer H|Offer J,Offer C|Offer D|Offer F|Offer H|Offer J,Offer C|Offer D|Offer H|Offer J,94
2026-01,CPS,Tier A,Location 2,425,Offer B|Offer C|Offer D|Offer G|Offer H|Offer I,Offer C|Offer D|Offer G|Offer H,Offer C|Offer D|Offer G|Offer H,27
2026-01,CPS,Tier A,Location 2,343,Offer B|Offer C|Offer D|Offer I,,,39
2026-01,CPS,Tier A,Location 2,488,Offer B|Offer C|Offer G|Offer H,Offer H,Offer H,83
2026-01,CPS,Tier A,Location 2,195,Offer B|Offer C|Offer I,Offer B|Offer C,Offer B|Offer C,144
2026-01,CPS,Tier A,Location 2,432,Offer B|Offer D|Offer E|Offer F|Offer G|Offer H,Offer B|Offer D|Offer E|Offer G|Offer H,Offer D|Offer E|Offer H,432
2026-01,CPS,Tier A,Location 2,343,Offer B|Offer D|Offer E|Offer F|Offer H|Offer I,Offer F|Offer I,Offer F,96
2026-01,CPS,Tier A,Location 2,374,Offer B|Offer D|Offer E|Offer H|Offer I|Offer J,Offer B|Offer D|Offer E|Offer H|Offer J,Offer B|Offer D|Offer H|Offer J,118
2026-01,CPS,Tier A,Location 2,347,Offer B|Offer D|Offer F,Offer B|Offer D|Offer F,Offer D|Offer F,40
2026-01,CPS,Tier A,Location 2,68,Offer B|Offer E|Offer F,,,30
2026-01,CPS,Tier A,Location 2,425,Offer B|Offer F|Offer H,Offer B|Offer F|Offer H,Offer B,39
2026-01,CPS,Tier A,Location 2,195,Offer B|Offer F|Offer J,,,5
2026-01,CPS,Tier A,Location 2,195,Offer B|Offer G|Offer H|Offer I|Offer J,Offer B|Offer G|Offer H|Offer I|Offer J,Offer B|Offer G|Offer H|Offer I|Offer J,79
2026-01,CPS,Tier A,Location 2,488,Offer B|Offer G|Offer J,Offer B,,101
2026-01,CPS,Tier A,Location 2,343,Offer B|Offer H,Offer B|Offer H,,153
2026-01,CPS,Tier A,Location 2,363,Offer C,Offer C,Offer C,10
2026-01,CPS,Tier A,Location 2,460,Offer C|Offer D,Offer C,Offer C,125
2026-01,CPS,Tier A,Location 2,309,Offer C|Offer D|Offer E|Offer H|Offer I,,,230
2026-01,CPS,Tier A,Location 2,195,Offer C|Offer D|Offer F|Offer G|Offer H|Offer I|Offer J,Offer C|Offer D|Offer F|Offer G|Offer H|Offer I|Offer J,,27
2026-01,CPS,Tier A,Location 2,223,Offer C|Offer D|Offer F|Offer G|Offer I,Offer C|Offer G|Offer I,Offer C|Offer G|Offer I,66
2026-01,CPS,Tier A,Location 2,369,Offer C|Offer D|Offer F|Offer H|Offer I,Offer C|Offer D|Offer F|Offer H|Offer I,Offer H,121
2026-01,CPS,Tier A,Location 2,166,Offer C|Offer D|Offer F|Offer I,Offer I,,43
2026-01,CPS,Tier A,Location 2,107,Offer C|Offer D|Offer G|Offer J,Offer C,Offer C,89
2026-01,CPS,Tier A,Location 2,309,Offer C|Offer F|Offer I|Offer J,Offer C|Offer I|Offer J,Offer C|Offer J,17
2026-01,CPS,Tier A,Location 2,319,Offer C|Offer G,Offer C|Offer G,Offer C|Offer G,319
2026-01,CPS,Tier A,Location 2,374,Offer D,,,9
2026-01,CPS,Tier A,Location 2,152,Offer D|Offer E|Offer F|Offer G|Offer H|Offer I|Offer J,,,65
2026-01,CPS,Tier A,Location 2,338,Offer D|Offer E|Offer F|Offer G|Offer J,,,73
2026-01,CPS,Tier A,Location 2,338,Offer D|Offer E|Offer F|Offer H|Offer J,Offer D|Offer E,Offer D|Offer E,117
2026-01,CPS,Tier A,Location 2,107,Offer D|Offer E|Offer G|Offer H|Offer I|Offer J,Offer D|Offer E|Offer G|Offer H|Offer I|Offer J,Offer E|Offer H|Offer I|Offer J,7
2026-01,CPS,Tier A,Location 2,309,Offer D|Offer F|Offer G,Offer F,Offer F,8
2026-01,CPS,Tier A,Location 2,223,Offer D|Offer F|Offer G|Offer H|Offer I|Offer J,Offer D|Offer F|Offer G|Offer H|Offer I|Offer J,,34
2026-01,CPS,Tier A,Location 2,173,Offer D|Offer G|Offer I|Offer J,Offer D,Offer D,59
2026-01,CPS,Tier A,Location 2,152,Offer D|Offer H|Offer I|Offer J,Offer D|Offer H|Offer I,Offer D|Offer H,4
2026-01,CPS,Tier A,Location 2,374,Offer D|Offer I,,,28
2026-01,CPS,Tier A,Location 2,488,Offer D|Offer I,Offer I,Offer I,58
2026-01,CPS,Tier A,Location 2,68,Offer E,,,38
2026-01,CPS,Tier A,Location 2,173,Offer E,Offer E,,48
2026-01,CPS,Tier A,Location 2,223,Offer E|Offer F|Offer H|Offer I|Offer J,Offer E|Offer F|Offer H|Offer I|Offer J,Offer E|Offer H|Offer J,20
2026-01,CPS,Tier A,Location 2,460,Offer E|Offer G,Offer E|Offer G,Offer E|Offer G,234
2026-01,CPS,Tier A,Location 2,343,Offer E|Offer G|Offer H,Offer E|Offer G|Offer H,Offer E,10
2026-01,CPS,Tier A,Location 2,195,Offer E|Offer J,Offer E|Offer J,Offer E|Offer J,42
2026-01,CPS,Tier A,Location 2,363,Offer F,,,13
2026-01,CPS,Tier A,Location 2,425,Offer F|Offer G,Offer F|Offer G,Offer G,4
2026-01,CPS,Tier A,Location 2,404,Offer F|Offer I,Offer I,Offer I,9
2026-01,CPS,Tier A,Location 2,415,Offer F|Offer J,Offer F|Offer J,Offer F|Offer J,295
2026-01,CPS,Tier A,Location 2,369,Offer G,,,57
2026-01,CPS,Tier A,Location 2,173,Offer G|Offer H,Offer G|Offer H,,41
2026-01,CPS,Tier A,Location 2,375,Offer H,,,29
2026-01,CPS,Tier A,Location 2,369,Offer J,,,77
2026-01,CPS,Tier A,Location 3,335,Offer A,,,110
2026-01,CPS,Tier A,Location 3,107,Offer A,Offer A,,70
2026-01,CPS,Tier A,Location 3,157,Offer A|Offer B|Offer C|Offer D|Offer E|Offer F|Offer I,Offer C,Offer C,15
2026-01,CPS,Tier A,Location 3,64,Offer A|Offer B|Offer C|Offer D|Offer E|Offer G,Offer A|Offer B|Offer E|Offer G,Offer A|Offer B|Offer G,15
2026-01,CPS,Tier A,Location 3,349,Offer A|Offer B|Offer C|Offer D|Offer F|Offer H|Offer I,Offer A|Offer B|Offer H|Offer I,,217
2026-01,CPS,Tier A,Location 3,74,Offer A|Offer B|Offer C|Offer D|Offer F|Offer H|Offer J,Offer A|Offer B|Offer D|Offer F|Offer H|Offer J,Offer H,70
2026-01,CPS,Tier A,Location 3,140,Offer A|Offer B|Offer C|Offer D|Offer F|Offer H|Offer J,Offer A|Offer D|Offer H,Offer A|Offer D|Offer H,30
2026-01,CPS,Tier A,Location 3,243,Offer A|Offer B|Offer C|Offer D|Offer H|Offer I|Offer J,Offer A|Offer B|Offer D|Offer H|Offer I|Offer J,Offer A|Offer B|Offer D|Offer H|Offer I|Offer J,85
2026-01,CPS,Tier A,Location 3,302,Offer A|Offer B|Offer C|Offer E|Offer G|Offer I,Offer C,Offer C,66
2026-01,CPS,Tier A,Location 3,271,Offer A|Offer B|Offer C|Offer F|Offer H|Offer I|Offer J,Offer B|Offer H|Offer J,Offer B|Offer H|Offer J,36
2026-01,CPS,Tier A,Location 3,342,Offer A|Offer B|Offer C|Offer G|Offer H|Offer J,Offer B|Offer C|Offer G|Offer J,Offer B,126
2026-01,CPS,Tier A,Location 3,157,Offer A|Offer B|Offer C|Offer J,Offer A|Offer B|Offer C|Offer J,Offer A|Offer B,34
2026-01,CPS,Tier A,Location 3,349,Offer A|Offer B|Offer D|Offer E|Offer G|Offer I,Offer B|Offer I,,51
2026-01,CPS,Tier A,Location 3,297,Offer A|Offer B|Offer D|Offer E|Offer I|Offer J,Offer A|Offer B|Offer D|Offer E|Offer I|Offer J,,67
2026-01,CPS,Tier A,Location 3,304,Offer A|Offer B|Offer D|Offer F|Offer H|Offer I|Offer J,Offer I|Offer J,Offer I|Offer J,97
2026-01,CPS,Tier A,Location 3,177,Offer A|Offer B|Offer E,Offer E,Offer E,76
2026-01,CPS,Tier A,Location 3,205,Offer A|Offer B|Offer E|Offer F|Offer J,Offer A|Offer B|Offer E|Offer F|Offer J,Offer A|Offer B|Offer E|Offer F|Offer J,35
2026-01,CPS,Tier A,Location 3,271,Offer A|Offer B|Offer E|Offer H|Offer I|Offer J,Offer A|Offer H,,5
2026-01,CPS,Tier A,Location 3,177,Offer A|Offer B|Offer G|Offer H,Offer H,Offer H,77
2026-01,CPS,Tier A,Location 3,198,Offer A|Offer B|Offer G|Offer J,Offer A|Offer B|Offer G|Offer J,Offer A,20
2026-01,CPS,Tier A,Location 3,157,Offer A|Offer C|Offer D|Offer E|Offer F|Offer H,Offer A|Offer C|Offer E|Offer F|Offer H,Offer A|Offer C|Offer F|Offer H,44
2026-01,CPS,Tier A,Location 3,203,Offer A|Offer C|Offer D|Offer E|Offer F|Offer H,Offer H,Offer H,99
2026-01,CPS,Tier A,Location 3,165,Offer A|Offer C|Offer D|Offer F|Offer G|Offer I,Offer A|Offer C|Offer F|Offer I,,14
2026-01,CPS,Tier A,Location 3,165,Offer A|Offer C|Offer D|Offer F|Offer G|Offer J,Offer A,Offer A,32
2026-01,CPS,Tier A,Location 3,390,Offer A|Offer C|Offer D|Offer G|Offer H,Offer C|Offer G,,8
