month,bu,tier,site,calls_handled,offers_present,offers_extended,offers_accepted,calls
2026-04,CPS,Tier A,Location 1,387,Offer D|Offer H,,,33
2026-04,CPS,Tier A,Location 1,401,Offer D|Offer J,Offer D|Offer J,Offer D,288
2026-04,CPS,Tier A,Location 1,340,Offer E,,,146
2026-04,CPS,Tier A,Location 1,206,Offer E|Offer G,Offer E|Offer G,,10
2026-04,CPS,Tier A,Location 1,308,Offer E|Offer H|Offer J,,,46
2026-04,CPS,Tier A,Location 1,182,Offer E|Offer J,Offer E|Offer J,Offer E|Offer J,20
2026-04,CPS,Tier A,Location 1,400,Offer F,,,340
2026-04,CPS,Tier A,Location 1,213,Offer F,Offer F,,131
2026-04,CPS,Tier A,Location 1,51,Offer G|Offer J,Offer G,Offer G,51
2026-04,CPS,Tier A,Location 1,374,Offer I,,,303
2026-04,CPS,Tier A,Location 1,401,Offer I|Offer J,Offer J,Offer J,53
2026-04,CPS,Tier A,Location 2,421,Offer A,,,36
2026-04,CPS,Tier A,Location 2,119,Offer A,Offer A,Offer A,29
2026-04,CPS,Tier A,Location 2,360,Offer A|Offer B|Offer C|Offer D|Offer E|Offer G,Offer B,Offer B,98
2026-04,CPS,Tier A,Location 2,332,Offer A|Offer B|Offer C|Offer D|Offer G|Offer I|Offer J,Offer A|Offer B|Offer C|Offer D|Offer G|Offer I|Offer J,Offer A|Offer B|Offer C|Offer D|Offer G|Offer I|Offer J,12
2026-04,CPS,Tier A,Location 2,282,Offer A|Offer B|Offer C|Offer D|Offer H|Offer I|Offer J,,,4
2026-04,CPS,Tier A,Location 2,360,Offer A|Offer B|Offer C|Offer E|Offer F|Offer G|Offer I,Offer A|Offer E|Offer G|Offer I,,43
2026-04,CPS,Tier A,Location 2,291,Offer A|Offer B|Offer C|Offer E|Offer G|Offer H,Offer A|Offer B|Offer C|Offer E|Offer G|Offer H,Offer A|Offer C|Offer G|Offer H,50
2026-04,CPS,Tier A,Location 2,479,Offer A|Offer B|Offer C|Offer E|Offer I,Offer A|Offer E|Offer I,Offer E|Offer I,80
2026-04,CPS,Tier A,Location 2,340,Offer A|Offer B|Offer C|Offer F|Offer G|Offer H,Offer A|Offer B|Offer C|Offer F|Offer G|Offer H,Offer A|Offer B|Offer C|Offer F|Offer G|Offer H,186
2026-04,CPS,Tier A,Location 2,282,Offer A|Offer B|Offer C|Offer F|Offer I,Offer A|Offer B|Offer C|Offer F,Offer C,73
2026-04,CPS,Tier A,Location 2,175,Offer A|Offer B|Offer C|Offer G,,,4
2026-04,CPS,Tier A,Location 2,84,Offer A|Offer B|Offer C|Offer G|Offer I|Offer J,Offer B|Offer I,Offer B|Offer I,56
2026-04,CPS,Tier A,Location 2,282,Offer A|Offer B|Offer C|Offer J,Offer B,,43
2026-04,CPS,Tier A,Location 2,291,Offer A|Offer B|Offer D|Offer E|Offer F|Offer H|Offer I,Offer A|Offer B|Offer D|Offer E|Offer F|Offer H|Offer I,Offer A,81
2026-04,CPS,Tier A,Location 2,332,Offer A|Offer B|Offer D|Offer F|Offer G|Offer I,Offer A|Offer D|Offer F|Offer I,Offer D|Offer F,183
2026-04,CPS,Tier A,Location 2,178,Offer A|Offer B|Offer D|Offer F|Offer G|Offer I|Offer J,Offer A|Offer B|Offer D|Offer F|Offer G|Offer I,Offer A|Offer B|Offer D|Offer F|Offer G|Offer I,6
2026-04,CPS,Tier A,Location 2,210,Offer A|Offer B|Offer D|Offer F|Offer H|Offer J,,,59
2026-04,CPS,Tier A,Location 2,360,Offer A|Offer B|Offer D|Offer H|Offer I|Offer J,Offer A|Offer D|Offer I,Offer A,116
2026-04,CPS,Tier A,Location 2,178,Offer A|Offer B|Offer E|Offer F|Offer G|Offer J,Offer A|Offer E,Offer A|Offer E,125
2026-04,CPS,Tier A,Location 2,291,Offer A|Offer B|Offer F,Offer B|Offer F,,141
2026-04,CPS,Tier A,Location 2,84,Offer A|Offer B|Offer G,Offer A|Offer G,Offer A,15
2026-04,CPS,Tier A,Location 2,124,Offer A|Offer C|Offer D|Offer E|Offer F|Offer J,Offer A|Offer C|Offer D|Offer E|Offer F|Offer J,Offer A|Offer C|Offer D|Offer E|Offer F|Offer J,68
2026-04,CPS,Tier A,Location 2,131,Offer A|Offer C|Offer D|Offer F|Offer G|Offer J,Offer C|Offer D|Offer J,Offer C,6
2026-04,CPS,Tier A,Location 2,271,Offer A|Offer C|Offer E|Offer F|Offer I|Offer J,Offer C,Offer C,271
2026-04,CPS,Tier A,Location 2,124,Offer A|Offer C|Offer E|Offer G|Offer I,Offer A|Offer C|Offer E|Offer G|Offer I,Offer A|Offer C|Offer E|Offer G,56
2026-04,CPS,Tier A,Location 2,291,Offer A|Offer C|Offer F|Offer G|Offer H|Offer I,Offer A|Offer C|Offer F|Offer G|Offer H|Offer I,Offer C,16
2026-04,CPS,Tier A,Location 2,175,Offer A|Offer C|Offer F|Offer G|Offer H|Offer I|Offer J,Offer A|Offer F|Offer H|Offer J,Offer H,102
2026-04,CPS,Tier A,Location 2,446,Offer A|Offer D|Offer E|Offer F|Offer G,Offer A|Offer D,,148
2026-04,CPS,Tier A,Location 2,137,Offer A|Offer D|Offer E|Offer G,Offer A|Offer D|Offer E|Offer G,Offer A,2
2026-04,CPS,Tier A,Location 2,122,Offer A|Offer D|Offer G|Offer H|Offer I|Offer J,Offer I,Offer I,122
2026-04,CPS,Tier A,Location 2,210,Offer A|Offer D|Offer H|Offer J,,,2
2026-04,CPS,Tier A,Location 2,137,Offer A|Offer E|Offer H|Offer I|Offer J,Offer A|Offer H|Offer I|Offer J,Offer H,32
2026-04,CPS,Tier A,Location 2,326,Offer A|Offer F|Offer G,Offer A|Offer F|Offer G,Offer A,285
2026-04,CPS,Tier A,Location 2,213,Offer A|Offer F|Offer G|Offer I,Offer A|Offer F|Offer G,Offer A|Offer G,41
2026-04,CPS,Tier A,Location 2,119,Offer A|Offer I,Offer A|Offer I,,46
2026-04,CPS,Tier A,Location 2,93,Offer B|Offer C|Offer D|Offer E|Offer F,,,38
2026-04,CPS,Tier A,Location 2,213,Offer B|Offer C|Offer D|Offer F|Offer H|Offer J,Offer D|Offer J,,3
2026-04,CPS,Tier A,Location 2,368,Offer B|Offer C|Offer D|Offer G|Offer H|Offer I,Offer D,,263
2026-04,CPS,Tier A,Location 2,131,Offer B|Offer C|Offer D|Offer G|Offer I|Offer J,Offer B|Offer C|Offer D|Offer G|Offer I|Offer J,,43
2026-04,CPS,Tier A,Location 2,73,Offer B|Offer C|Offer E,Offer B|Offer E,,73
2026-04,CPS,Tier A,Location 2,175,Offer B|Offer C|Offer E|Offer J,Offer B|Offer J,Offer B,26
2026-04,CPS,Tier A,Location 2,137,Offer B|Offer C|Offer G|Offer I|Offer J,Offer B|Offer C|Offer G|Offer I|Offer J,,34
2026-04,CPS,Tier A,Location 2,479,Offer B|Offer C|Offer I|Offer J,Offer B|Offer C|Offer I|Offer J,Offer B|Offer I,179
2026-04,CPS,Tier A,Location 2,130,Offer B|Offer D|Offer E|Offer G|Offer H|Offer I,Offer B|Offer D|Offer E|Offer G|Offer H|Offer I,Offer D,7
2026-04,CPS,Tier A,Location 2,229,Offer B|Offer D|Offer E|Offer G|Offer H|Offer I|Offer J,Offer B|Offer D|Offer E|Offer G|Offer H|Offer I|Offer J,Offer B|Offer D|Offer E|Offer J,17
2026-04,CPS,Tier A,Location 2,446,Offer B|Offer D|Offer E|Offer H|Offer I|Offer J,Offer B|Offer D|Offer E|Offer H|Offer J,Offer B|Offer E|Offer H|Offer J,93
2026-04,CPS,Tier A,Location 2,213,Offer B|Offer D|Offer F|Offer G|Offer I,Offer B|Offer I,Offer B|Offer I,94
2026-04,CPS,Tier A,Location 2,368,Offer B|Offer D|Offer G|Offer I|Offer J,Offer I|Offer J,Offer I,50
2026-04,CPS,Tier A,Location 2,378,Offer B|Offer D|Offer G|Offer J,,,148
2026-04,CPS,Tier A,Location 2,326,Offer B|Offer D|Offer G|Offer J,Offer B|Offer D|Offer J,,41
2026-04,CPS,Tier A,Location 2,119,Offer B|Offer D|Offer H|Offer I,Offer D|Offer H|Offer I,Offer H,17
2026-04,CPS,Tier A,Location 2,378,Offer B|Offer E|Offer F|Offer G|Offer J,Offer E|Offer G|Offer J,Offer G|Offer J,134
2026-04,CPS,Tier A,Location 2,175,Offer B|Offer E|Offer H,Offer B|Offer E|Offer H,Offer B|Offer E|Offer H,43
2026-04,CPS,Tier A,Location 2,446,Offer B|Offer F,Offer B|Offer F,Offer B,173
2026-04,CPS,Tier A,Location 2,131,Offer B|Offer H|Offer I,Offer B|Offer H|Offer I,Offer B,32
2026-04,CPS,Tier A,Location 2,669,Offer C,,,230
2026-04,CPS,Tier A,Location 2,333,Offer C,Offer C,,76
2026-04,CPS,Tier A,Location 2,332,Offer C|Offer D|Offer E|Offer F|Offer G|Offer H|Offer I,Offer F|Offer I,,25
2026-04,CPS,Tier A,Location 2,84,Offer C|Offer D|Offer F|Offer H|Offer I,Offer C|Offer F|Offer H,Offer C,8
2026-04,CPS,Tier A,Location 2,178,Offer C|Offer D|Offer F|Offer I|Offer J,Offer C|Offer D|Offer F|Offer I|Offer J,Offer D|Offer I,17
2026-04,CPS,Tier A,Location 2,213,Offer C|Offer E|Offer F|Offer H|Offer I|Offer J,,,75
2026-04,CPS,Tier A,Location 2,178,Offer C|Offer E|Offer G|Offer I,Offer C,Offer C,30
2026-04,CPS,Tier A,Location 2,84,Offer C|Offer E|Offer I,,,3
2026-04,CPS,Tier A,Location 2,332,Offer C|Offer G,Offer C|Offer G,Offer C,45
2026-04,CPS,Tier A,Location 2,282,Offer C|Offer H|Offer I|Offer J,Offer C|Offer H|Offer I|Offer J,Offer I|Offer J,57
2026-04,CPS,Tier A,Location 2,137,Offer C|Offer J,,,35
2026-04,CPS,Tier A,Location 2,229,Offer D,Offer D,Offer D,169
2026-04,CPS,Tier A,Location 2,84,Offer D|Offer E|Offer F|Offer H,Offer D|Offer F,Offer F,2
2026-04,CPS,Tier A,Location 2,291,Offer D|Offer E|Offer I,,,3
2026-04,CPS,Tier A,Location 2,130,Offer D|Offer F|Offer G|Offer I|Offer J,Offer D|Offer F|Offer G,,57
2026-04,CPS,Tier A,Location 2,333,Offer D|Offer H,,,107
2026-04,CPS,Tier A,Location 2,360,Offer E,,,103
2026-04,CPS,Tier A,Location 2,333,Offer E,Offer E,,43
2026-04,CPS,Tier A,Location 2,131,Offer E|Offer F|Offer H,Offer E|Offer H,Offer H,4
2026-04,CPS,Tier A,Location 2,368,Offer E|Offer G,,,6
2026-04,CPS,Tier A,Location 2,282,Offer E|Offer G|Offer H|Offer J,Offer E|Offer G,,105
2026-04,CPS,Tier A,Location 2,368,Offer E|Offer I,Offer E|Offer I,,8
2026-04,CPS,Tier A,Location 2,333,Offer F,Offer F,Offer F,49
2026-04,CPS,Tier A,Location 2,137,Offer F|Offer G,,,34
2026-04,CPS,Tier A,Location 2,210,Offer F|Offer G|Offer H,Offer G|Offer H,,96
2026-04,CPS,Tier A,Location 2,446,Offer F|Offer I|Offer J,Offer I,,32
2026-04,CPS,Tier A,Location 2,130,Offer G,,,66
2026-04,CPS,Tier A,Location 2,229,Offer G,Offer G,,43
2026-04,CPS,Tier A,Location 2,368,Offer G|Offer I,Offer G|Offer I,,41
2026-04,CPS,Tier A,Location 2,93,Offer G|Offer J,Offer J,,55
2026-04,CPS,Tier A,Location 2,421,Offer H,,,385
2026-04,CPS,Tier A,Location 2,543,Offer H,Offer H,,62
2026-04,CPS,Tier A,Location 2,479,Offer H,Offer H,Offer H,74
2026-04,CPS,Tier A,Location 2,479,Offer I,,,146
2026-04,CPS,Tier A,Location 2,298,Offer I,Offer I,,298
2026-04,CPS,Tier A,Location 2,230,Offer I|Offer J,,,230
2026-04,CPS,Tier A,Location 2,1196,Offer J,,,564
2026-04,CPS,Tier A,Location 3,123,Offer A,,,18
2026-04,CPS,Tier A,Location 3,344,Offer A|Offer B,,,42
2026-04,CPS,Tier A,Location 3,348,Offer A|Offer B|Offer C|Offer D|Offer E|Offer H|Offer I,Offer A|Offer B|Offer C|Offer D|Offer E|Offer H|Offer I,Offer C|Offer H|Offer I,348
2026-04,CPS,Tier A,Location 3,255,Offer A|Offer B|Offer C|Offer D|Offer H|Offer J,Offer A|Offer B|Offer C|Offer D|Offer J,,113
2026-04,CPS,Tier A,Location 3,293,Offer A|Offer B|Offer C|Offer E|Offer I|Offer J,Offer A|Offer B|Offer C|Offer E|Offer J,Offer B|Offer E|Offer J,86
2026-04,CPS,Tier A,Location 3,342,Offer A|Offer B|Offer C|Offer E|Offer J,Offer B|Offer C|Offer E|Offer J,,39
2026-04,CPS,Tier A,Location 3,255,Offer A|Offer B|Offer C|Offer F|Offer G,Offer B,Offer B,74
2026-04,CPS,Tier A,Location 3,222,Offer A|Offer B|Offer C|Offer F|Offer G|Offer H|Offer I,Offer A|Offer G|Offer H|Offer I,Offer H|Offer I,94
2026-04,CPS,Tier A,Location 3,222,Offer A|Offer B|Offer D|Offer E|Offer F,Offer A,,10
2026-04,CPS,Tier A,Location 3,179,Offer A|Offer B|Offer D|Offer E|Offer F|Offer H,Offer E,,26
2026-04,CPS,Tier A,Location 3,300,Offer A|Offer B|Offer D|Offer E|Offer F|Offer H|Offer J,Offer D|Offer E|Offer F|Offer H,Offer D|Offer E|Offer F|Offer H,226
2026-04,CPS,Tier A,Location 3,141,Offer A|Offer B|Offer D|Offer F|Offer G|Offer H|Offer I,Offer A|Offer B|Offer D|Offer F|Offer G,Offer A|Offer B|Offer D|Offer F,141
2026-04,CPS,Tier A,Location 3,150,Offer A|Offer B|Offer D|Offer F|Offer G|Offer H|Offer J,Offer F|Offer J,,65
2026-04,CPS,Tier A,Location 3,123,Offer A|Offer B|Offer D|Offer G|Offer J,Offer A|Offer B|Offer G|Offer J,Offer A|Offer B|Offer J,14
2026-04,CPS,Tier A,Location 3,202,Offer A|Offer B|Offer D|Offer I,Offer B|Offer D|Offer I,Offer B,74
2026-04,CPS,Tier A,Location 3,222,Offer A|Offer B|Offer D|Offer I|Offer J,Offer A|Offer B|Offer D|Offer I|Offer J,Offer A|Offer D|Offer J,118
2026-04,CPS,Tier A,Location 3,342,Offer A|Offer B|Offer E|Offer F|Offer H|Offer I|Offer J,Offer A|Offer F|Offer H|Offer I|Offer J,Offer A|Offer H|Offer J,147
2026-04,CPS,Tier A,Location 3,150,Offer A|Offer B|Offer E|Offer G,Offer A|Offer E,Offer A|Offer E,29
2026-04,CPS,Tier A,Location 3,205,Offer A|Offer B|Offer E|Offer G|Offer H|Offer I|Offer J,Offer E|Offer G|Offer J,Offer E,3
2026-04,CPS,Tier A,Location 3,293,Offer A|Offer B|Offer E|Offer H|Offer I,,,60
2026-04,CPS,Tier A,Location 3,421,Offer A|Offer B|Offer G|Offer H|Offer J,,,172
2026-04,CPS,Tier A,Location 3,144,Offer A|Offer B|Offer H|Offer J,Offer A|Offer B|Offer H|Offer J,Offer A|Offer B|Offer H|Offer J,78
2026-04,CPS,Tier A,Location 3,433,Offer A|Offer C|Offer D|Offer E|Offer G|Offer H|Offer J,Offer C|Offer E,Offer C|Offer E,120
2026-04,CPS,Tier A,Location 3,319,Offer A|Offer C|Offer F,Offer C,Offer C,5
2026-04,CPS,Tier A,Location 3,309,Offer A|Offer C|Offer F|Offer G|Offer I,,,242
2026-04,CPS,Tier A,Location 3,293,Offer A|Offer D|Offer E|Offer F|Offer G|Offer H,Offer E|Offer H,Offer E,147
2026-04,CPS,Tier A,Location 3,348,Offer A|Offer D|Offer E|Offer F|Offer G|Offer H|Offer I,Offer A|Offer D|Offer E|Offer F|Offer G|Offer H|Offer I,Offer D|Offer F|Offer H|Offer I,7
2026-04,CPS,Tier A,Location 3,261,Offer A|Offer D|Offer E|Offer F|Offer G|Offer H|Offer J,Offer A|Offer D|Offer E|Offer F|Offer G|Offer H|Offer J,Offer D|Offer F|Offer G|Offer H|Offer J,24
2026-04,CPS,Tier A,Location 3,125,Offer A|Offer D|Offer E|Offer G|Offer H,Offer A|Offer D|Offer G|Offer H,Offer D,71
2026-04,CPS,Tier A,Location 3,179,Offer A|Offer D|Offer G|Offer H,Offer A,,104
2026-04,CPS,Tier A,Location 3,74,Offer A|Offer E|Offer F,,,24
2026-04,CPS,Tier A,Location 3,150,Offer A|Offer E|Offer F|Offer G|Offer I,Offer A|Offer F|Offer G|Offer I,Offer F,24
2026-04,CPS,Tier A,Location 3,348,Offer A|Offer E|Offer F|Offer H|Offer J,Offer A|Offer E|Offer F|Offer H|Offer J,Offer A|Offer E|Offer F|Offer H|Offer J,144
2026-04,CPS,Tier A,Location 3,179,Offer A|Offer E|Offer H,,,74
2026-04,CPS,Tier A,Location 3,376,Offer A|Offer E|Offer H,Offer A,,376
2026-04,CPS,Tier A,Location 3,74,Offer A|Offer I,Offer I,Offer I,50
2026-04,CPS,Tier A,Location 3,348,Offer B,Offer B,,77
2026-04,CPS,Tier A,Location 3,344,Offer B|Offer C,,,95
2026-04,CPS,Tier A,Location 3,261,Offer B|Offer C|Offer D|Offer E|Offer F|Offer J,Offer B,,237
2026-04,CPS,Tier A,Location 3,309,Offer B|Offer C|Offer D|Offer E|Offer G|Offer H|Offer J,Offer B|Offer D|Offer G|Offer H,Offer B|Offer D|Offer G|Offer H,37
2026-04,CPS,Tier A,Location 3,179,Offer B|Offer C|Offer D|Offer G|Offer J,Offer B|Offer C|Offer D|Offer G|Offer J,,54
2026-04,CPS,Tier A,Location 3,472,Offer B|Offer C|Offer D|Offer I,Offer B|Offer C|Offer D|Offer I,Offer B|Offer C|Offer D|Offer I,134
2026-04,CPS,Tier A,Location 3,123,Offer B|Offer C|Offer E,Offer B|Offer C|Offer E,Offer B|Offer C|Offer E,17
2026-04,CPS,Tier A,Location 3,319,Offer B|Offer C|Offer E|Offer H|Offer I|Offer J,Offer B|Offer C|Offer E|Offer H|Offer I|Offer J,,46
2026-04,CPS,Tier A,Location 3,123,Offer B|Offer D,,,6
2026-04,CPS,Tier A,Location 3,202,Offer B|Offer D|Offer E|Offer H,Offer B|Offer D|Offer E|Offer H,Offer B|Offer D|Offer E|Offer H,90
2026-04,CPS,Tier A,Location 3,150,Offer B|Offer D|Offer E|Offer I,Offer B|Offer D|Offer E|Offer I,Offer B|Offer D|Offer E,32
2026-04,CPS,Tier A,Location 3,421,Offer B|Offer D|Offer F|Offer G|Offer I,Offer B,Offer B,46
2026-04,CPS,Tier A,Location 3,319,Offer B|Offer D|Offer F|Offer G|Offer J,,,204
2026-04,CPS,Tier A,Location 3,255,Offer B|Offer D|Offer F|Offer I,Offer D|Offer F|Offer I,Offer D|Offer F|Offer I,20
2026-04,CPS,Tier A,Location 3,421,Offer B|Offer D|Offer F|Offer I|Offer J,Offer B|Offer D|Offer F|Offer I|Offer J,Offer B|Offer F|Offer I|Offer J,91
