month,bu,tier,site,calls_handled,offers_present,offers_extended,offers_accepted,calls
2026-03,CPS,Tier A,Location 1,451,Offer D|Offer E|Offer H,Offer H,Offer H,144
2026-03,CPS,Tier A,Location 1,94,Offer D|Offer F,Offer D|Offer F,,19
2026-03,CPS,Tier A,Location 1,358,Offer D|Offer F|Offer H,Offer F|Offer H,,169
2026-03,CPS,Tier A,Location 1,686,Offer D|Offer I,,,108
2026-03,CPS,Tier A,Location 1,332,Offer D|Offer I,Offer D,,150
2026-03,CPS,Tier A,Location 1,747,Offer E|Offer G,,,164
2026-03,CPS,Tier A,Location 1,412,Offer E|Offer H|Offer J,Offer E|Offer H,,86
2026-03,CPS,Tier A,Location 1,181,Offer E|Offer I,,,19
2026-03,CPS,Tier A,Location 1,470,Offer E|Offer I,Offer E|Offer I,,162
2026-03,CPS,Tier A,Location 1,358,Offer E|Offer I,Offer E|Offer I,Offer E,56
2026-03,CPS,Tier A,Location 1,79,Offer F,,,17
2026-03,CPS,Tier A,Location 1,370,Offer F|Offer G,,,84
2026-03,CPS,Tier A,Location 1,370,Offer F|Offer H,Offer F|Offer H,Offer F,120
2026-03,CPS,Tier A,Location 1,365,Offer F|Offer H,Offer H,Offer H,35
2026-03,CPS,Tier A,Location 1,415,Offer F|Offer I|Offer J,Offer F|Offer J,Offer J,133
2026-03,CPS,Tier A,Location 1,223,Offer H,Offer H,Offer H,104
2026-03,CPS,Tier A,Location 1,94,Offer H|Offer I,Offer H|Offer I,Offer I,23
2026-03,CPS,Tier A,Location 1,206,Offer H|Offer J,Offer H,Offer H,206
2026-03,CPS,Tier A,Location 1,378,Offer J,,,230
2026-03,CPS,Tier A,Location 1,365,Offer J,Offer J,Offer J,253
2026-03,CPS,Tier A,Location 2,476,Offer A,Offer A,Offer A,329
2026-03,CPS,Tier A,Location 2,142,Offer A|Offer B,,,14
2026-03,CPS,Tier A,Location 2,437,Offer A|Offer B|Offer C|Offer D|Offer E|Offer G,Offer A|Offer B|Offer C|Offer D|Offer E|Offer G,Offer G,56
2026-03,CPS,Tier A,Location 2,401,Offer A|Offer B|Offer C|Offer D|Offer E|Offer H,Offer C|Offer D|Offer E|Offer H,Offer C|Offer E|Offer H,44
2026-03,CPS,Tier A,Location 2,202,Offer A|Offer B|Offer C|Offer D|Offer G|Offer H|Offer J,Offer A|Offer B|Offer C|Offer D|Offer H|Offer J,Offer D,21
2026-03,CPS,Tier A,Location 2,423,Offer A|Offer B|Offer C|Offer D|Offer G|Offer H|Offer J,Offer B|Offer D|Offer G|Offer J,,17
2026-03,CPS,Tier A,Location 2,484,Offer A|Offer B|Offer C|Offer E|Offer G|Offer H|Offer J,Offer A|Offer B|Offer E|Offer J,Offer A|Offer B|Offer E|Offer J,287
2026-03,CPS,Tier A,Location 2,289,Offer A|Offer B|Offer C|Offer G|Offer J,Offer A|Offer C|Offer G|Offer J,Offer A|Offer C|Offer G|Offer J,128
2026-03,CPS,Tier A,Location 2,346,Offer A|Offer B|Offer D|Offer E|Offer F,Offer A|Offer D|Offer E|Offer F,Offer A,171
2026-03,CPS,Tier A,Location 2,142,Offer A|Offer B|Offer D|Offer E|Offer F|Offer H|Offer J,Offer A|Offer B|Offer D|Offer E|Offer F|Offer H|Offer J,Offer D|Offer E|Offer F|Offer H,18
2026-03,CPS,Tier A,Location 2,194,Offer A|Offer B|Offer D|Offer E|Offer F|Offer I,Offer B|Offer D,Offer B|Offer D,107
2026-03,CPS,Tier A,Location 2,484,Offer A|Offer B|Offer D|Offer E|Offer G|Offer H,Offer E|Offer G|Offer H,Offer E|Offer G|Offer H,159
2026-03,CPS,Tier A,Location 2,370,Offer A|Offer B|Offer D|Offer F,Offer A|Offer B,Offer A|Offer B,250
2026-03,CPS,Tier A,Location 2,286,Offer A|Offer B|Offer D|Offer G,,,213
2026-03,CPS,Tier A,Location 2,420,Offer A|Offer B|Offer E|Offer G|Offer I,Offer E|Offer G,Offer E,295
2026-03,CPS,Tier A,Location 2,352,Offer A|Offer B|Offer F|Offer G|Offer J,Offer A|Offer B|Offer F|Offer G,,15
2026-03,CPS,Tier A,Location 2,463,Offer A|Offer B|Offer F|Offer H|Offer I,,,52
2026-03,CPS,Tier A,Location 2,223,Offer A|Offer B|Offer F|Offer H|Offer I,Offer B,Offer B,19
2026-03,CPS,Tier A,Location 2,142,Offer A|Offer B|Offer G|Offer J,,,34
2026-03,CPS,Tier A,Location 2,475,Offer A|Offer B|Offer H|Offer J,Offer A|Offer B|Offer J,Offer J,126
2026-03,CPS,Tier A,Location 2,370,Offer A|Offer C|Offer D|Offer E|Offer F|Offer I|Offer J,Offer A|Offer C|Offer D|Offer E|Offer F|Offer I|Offer J,,120
2026-03,CPS,Tier A,Location 2,352,Offer A|Offer C|Offer D|Offer E|Offer F|Offer I|Offer J,Offer C|Offer D|Offer F|Offer J,,8
2026-03,CPS,Tier A,Location 2,142,Offer A|Offer C|Offer E,Offer A|Offer C|Offer E,Offer A|Offer C|Offer E,76
2026-03,CPS,Tier A,Location 2,352,Offer A|Offer C|Offer E|Offer J,Offer C,,46
2026-03,CPS,Tier A,Location 2,401,Offer A|Offer C|Offer F,Offer A,,249
2026-03,CPS,Tier A,Location 2,223,Offer A|Offer D|Offer G|Offer H|Offer I|Offer J,Offer D|Offer H|Offer I|Offer J,Offer D|Offer I|Offer J,92
2026-03,CPS,Tier A,Location 2,452,Offer A|Offer D|Offer H|Offer J,Offer H,Offer H,51
2026-03,CPS,Tier A,Location 2,202,Offer A|Offer E|Offer F|Offer G|Offer I,Offer E,Offer E,34
2026-03,CPS,Tier A,Location 2,452,Offer A|Offer E|Offer F|Offer H|Offer J,Offer A|Offer F|Offer H|Offer J,,62
2026-03,CPS,Tier A,Location 2,186,Offer A|Offer E|Offer F|Offer I|Offer J,Offer A|Offer F|Offer I|Offer J,Offer A|Offer F|Offer I|Offer J,75
2026-03,CPS,Tier A,Location 2,254,Offer A|Offer E|Offer G|Offer H|Offer I,Offer A|Offer E|Offer G|Offer H|Offer I,Offer A|Offer E|Offer G|Offer H|Offer I,254
2026-03,CPS,Tier A,Location 2,484,Offer A|Offer E|Offer I,Offer A|Offer E|Offer I,Offer E,61
2026-03,CPS,Tier A,Location 2,223,Offer A|Offer F|Offer G|Offer I,Offer I,Offer I,34
2026-03,CPS,Tier A,Location 2,286,Offer A|Offer F|Offer I,Offer A|Offer F|Offer I,Offer I,7
2026-03,CPS,Tier A,Location 2,57,Offer A|Offer F|Offer I|Offer J,Offer A|Offer F|Offer I|Offer J,Offer F,8
2026-03,CPS,Tier A,Location 2,346,Offer A|Offer H,Offer A,,77
2026-03,CPS,Tier A,Location 2,401,Offer B,,,21
2026-03,CPS,Tier A,Location 2,298,Offer B|Offer C,Offer C,Offer C,298
2026-03,CPS,Tier A,Location 2,423,Offer B|Offer C|Offer D|Offer E|Offer F|Offer I,,,156
2026-03,CPS,Tier A,Location 2,86,Offer B|Offer C|Offer D|Offer E|Offer F|Offer J,Offer B|Offer C|Offer D|Offer E|Offer F,,86
2026-03,CPS,Tier A,Location 2,420,Offer B|Offer C|Offer D|Offer F,Offer B|Offer D|Offer F,Offer B|Offer D|Offer F,54
2026-03,CPS,Tier A,Location 2,133,Offer B|Offer C|Offer D|Offer F|Offer G|Offer H|Offer I,,,22
2026-03,CPS,Tier A,Location 2,484,Offer B|Offer C|Offer D|Offer F|Offer H,,,136
2026-03,CPS,Tier A,Location 2,194,Offer B|Offer C|Offer D|Offer J,Offer B|Offer D|Offer J,Offer J,87
2026-03,CPS,Tier A,Location 2,286,Offer B|Offer C|Offer E|Offer F|Offer G|Offer I|Offer J,,,34
2026-03,CPS,Tier A,Location 2,57,Offer B|Offer C|Offer E|Offer F|Offer H|Offer I|Offer J,Offer C|Offer E|Offer I,Offer C|Offer E|Offer I,13
2026-03,CPS,Tier A,Location 2,463,Offer B|Offer C|Offer E|Offer H|Offer I|Offer J,,,118
2026-03,CPS,Tier A,Location 2,463,Offer B|Offer C|Offer F|Offer G|Offer H|Offer I,,,293
2026-03,CPS,Tier A,Location 2,108,Offer B|Offer C|Offer G|Offer J,Offer C,,12
2026-03,CPS,Tier A,Location 2,414,Offer B|Offer C|Offer H|Offer J,Offer B|Offer C|Offer H|Offer J,Offer H|Offer J,91
2026-03,CPS,Tier A,Location 2,202,Offer B|Offer D|Offer E|Offer F,,,24
2026-03,CPS,Tier A,Location 2,202,Offer B|Offer D|Offer E|Offer F|Offer H|Offer I,Offer B|Offer D|Offer E|Offer F|Offer H|Offer I,,123
2026-03,CPS,Tier A,Location 2,484,Offer B|Offer D|Offer F,Offer B|Offer D,Offer B|Offer D,76
2026-03,CPS,Tier A,Location 2,475,Offer B|Offer D|Offer F|Offer G|Offer I|Offer J,Offer B|Offer D|Offer F|Offer G|Offer I|Offer J,Offer B|Offer F|Offer G|Offer I|Offer J,157
2026-03,CPS,Tier A,Location 2,289,Offer B|Offer D|Offer F|Offer H|Offer J,,,12
2026-03,CPS,Tier A,Location 2,108,Offer B|Offer D|Offer F|Offer I,Offer B|Offer D|Offer F|Offer I,Offer B|Offer D|Offer F|Offer I,12
2026-03,CPS,Tier A,Location 2,223,Offer B|Offer D|Offer F|Offer J,Offer D|Offer J,Offer D,78
2026-03,CPS,Tier A,Location 2,352,Offer B|Offer E,Offer E,Offer E,159
2026-03,CPS,Tier A,Location 2,437,Offer B|Offer E|Offer F|Offer I|Offer J,,,304
2026-03,CPS,Tier A,Location 2,420,Offer B|Offer E|Offer H|Offer I,Offer B|Offer E,,71
2026-03,CPS,Tier A,Location 2,476,Offer B|Offer F,Offer B|Offer F,,4
2026-03,CPS,Tier A,Location 2,115,Offer B|Offer I,Offer B|Offer I,,63
2026-03,CPS,Tier A,Location 2,186,Offer B|Offer J,Offer B,,111
2026-03,CPS,Tier A,Location 2,414,Offer C,,,259
2026-03,CPS,Tier A,Location 2,281,Offer C,Offer C,,281
2026-03,CPS,Tier A,Location 2,133,Offer C,Offer C,Offer C,111
2026-03,CPS,Tier A,Location 2,423,Offer C|Offer D|Offer E|Offer G|Offer H|Offer I,Offer C|Offer D|Offer E|Offer G|Offer H|Offer I,,24
2026-03,CPS,Tier A,Location 2,226,Offer C|Offer D|Offer E|Offer G|Offer I|Offer J,Offer C|Offer D|Offer E|Offer G|Offer I|Offer J,Offer C|Offer D|Offer G,226
2026-03,CPS,Tier A,Location 2,57,Offer C|Offer D|Offer G,Offer C|Offer D|Offer G,Offer C|Offer D|Offer G,11
2026-03,CPS,Tier A,Location 2,484,Offer C|Offer D|Offer G,Offer D|Offer G,Offer D|Offer G,4
2026-03,CPS,Tier A,Location 2,452,Offer C|Offer E,Offer C,,141
2026-03,CPS,Tier A,Location 2,475,Offer C|Offer E|Offer F|Offer J,Offer E|Offer F|Offer J,Offer E|Offer F|Offer J,192
2026-03,CPS,Tier A,Location 2,414,Offer C|Offer F|Offer H|Offer I,Offer H|Offer I,Offer I,24
2026-03,CPS,Tier A,Location 2,115,Offer C|Offer H|Offer I,Offer C|Offer H|Offer I,Offer C|Offer I,16
2026-03,CPS,Tier A,Location 2,423,Offer D,Offer D,Offer D,101
2026-03,CPS,Tier A,Location 2,423,Offer D|Offer E|Offer G|Offer I,Offer D|Offer E|Offer G|Offer I,,125
2026-03,CPS,Tier A,Location 2,401,Offer D|Offer E|Offer G|Offer I|Offer J,,,87
2026-03,CPS,Tier A,Location 2,115,Offer D|Offer F,Offer D|Offer F,,36
2026-03,CPS,Tier A,Location 2,57,Offer D|Offer F,Offer D|Offer F,Offer F,25
2026-03,CPS,Tier A,Location 2,476,Offer D|Offer F|Offer G|Offer J,,,80
2026-03,CPS,Tier A,Location 2,452,Offer D|Offer G,,,198
2026-03,CPS,Tier A,Location 2,346,Offer D|Offer H|Offer I,,,38
2026-03,CPS,Tier A,Location 2,376,Offer D|Offer H|Offer I|Offer J,Offer H|Offer I|Offer J,,376
2026-03,CPS,Tier A,Location 2,346,Offer D|Offer H|Offer J,Offer H|Offer J,Offer J,60
2026-03,CPS,Tier A,Location 2,476,Offer D|Offer I,Offer I,,63
2026-03,CPS,Tier A,Location 2,770,Offer E,,,277
2026-03,CPS,Tier A,Location 2,289,Offer E|Offer I|Offer J,Offer I|Offer J,,149
2026-03,CPS,Tier A,Location 2,414,Offer F,Offer F,Offer F,33
2026-03,CPS,Tier A,Location 2,437,Offer F|Offer G|Offer I,Offer F|Offer G,,77
2026-03,CPS,Tier A,Location 2,108,Offer H|Offer I|Offer J,Offer H|Offer I,,84
2026-03,CPS,Tier A,Location 2,352,Offer I,,,124
2026-03,CPS,Tier A,Location 2,414,Offer I|Offer J,,,7
2026-03,CPS,Tier A,Location 3,319,Offer A|Offer B|Offer C|Offer D|Offer E|Offer F,,,12
2026-03,CPS,Tier A,Location 3,111,Offer A|Offer B|Offer C|Offer D|Offer E|Offer F|Offer H,Offer A|Offer B|Offer C|Offer D|Offer E|Offer F|Offer H,Offer A|Offer B|Offer C|Offer D|Offer E|Offer F|Offer H,6
2026-03,CPS,Tier A,Location 3,111,Offer A|Offer B|Offer C|Offer D|Offer E|Offer G,Offer C|Offer D,,66
2026-03,CPS,Tier A,Location 3,298,Offer A|Offer B|Offer C|Offer D|Offer E|Offer G|Offer J,,,33
2026-03,CPS,Tier A,Location 3,193,Offer A|Offer B|Offer C|Offer D|Offer E|Offer H|Offer J,Offer A|Offer D|Offer E,Offer A|Offer D|Offer E,139
2026-03,CPS,Tier A,Location 3,111,Offer A|Offer B|Offer C|Offer D|Offer F|Offer G|Offer I,Offer D|Offer G|Offer I,Offer D,1
2026-03,CPS,Tier A,Location 3,455,Offer A|Offer B|Offer C|Offer D|Offer I,Offer A|Offer C,Offer A|Offer C,80
2026-03,CPS,Tier A,Location 3,455,Offer A|Offer B|Offer C|Offer E|Offer F|Offer J,,,5
2026-03,CPS,Tier A,Location 3,193,Offer A|Offer B|Offer C|Offer E|Offer G|Offer I|Offer J,Offer C|Offer E|Offer G|Offer I,Offer G,54
2026-03,CPS,Tier A,Location 3,319,Offer A|Offer B|Offer D|Offer E|Offer F|Offer G|Offer J,Offer B|Offer J,Offer B|Offer J,48
2026-03,CPS,Tier A,Location 3,296,Offer A|Offer B|Offer D|Offer E|Offer F|Offer I|Offer J,Offer A|Offer E|Offer F|Offer J,Offer A|Offer E|Offer F|Offer J,65
2026-03,CPS,Tier A,Location 3,435,Offer A|Offer B|Offer D|Offer E|Offer G|Offer J,Offer A|Offer B|Offer D|Offer E|Offer G,Offer A,1
2026-03,CPS,Tier A,Location 3,226,Offer A|Offer B|Offer D|Offer F|Offer H|Offer J,Offer A|Offer B|Offer D|Offer F|Offer H|Offer J,Offer A|Offer B|Offer D|Offer F|Offer H|Offer J,125
2026-03,CPS,Tier A,Location 3,209,Offer A|Offer B|Offer D|Offer F|Offer I,Offer A,,24
2026-03,CPS,Tier A,Location 3,367,Offer A|Offer B|Offer E|Offer F|Offer G|Offer H|Offer I,Offer A|Offer B|Offer F|Offer H,Offer A,367
2026-03,CPS,Tier A,Location 3,209,Offer A|Offer B|Offer E|Offer F|Offer G|Offer H|Offer I,Offer A|Offer E|Offer F|Offer G,Offer A|Offer E,135
2026-03,CPS,Tier A,Location 3,100,Offer A|Offer B|Offer E|Offer H|Offer I,Offer A|Offer B|Offer I,Offer A|Offer B|Offer I,99
2026-03,CPS,Tier A,Location 3,383,Offer A|Offer B|Offer F|Offer G,,,383
2026-03,CPS,Tier A,Location 3,282,Offer A|Offer B|Offer F|Offer H|Offer I,Offer A|Offer H,Offer A|Offer H,199
2026-03,CPS,Tier A,Location 3,132,Offer A|Offer B|Offer H,,,4
2026-03,CPS,Tier A,Location 3,132,Offer A|Offer B|Offer H,Offer A,,4
2026-03,CPS,Tier A,Location 3,132,Offer A|Offer C,,,28
2026-03,CPS,Tier A,Location 3,381,Offer A|Offer C|Offer D|Offer E|Offer F|Offer G|Offer H,Offer A|Offer C|Offer D|Offer G,Offer A|Offer C|Offer D|Offer G,102
2026-03,CPS,Tier A,Location 3,206,Offer A|Offer C|Offer D|Offer E|Offer H|Offer J,Offer A|Offer C|Offer D|Offer E|Offer H|Offer J,Offer C,55
2026-03,CPS,Tier A,Location 3,417,Offer A|Offer C|Offer D|Offer E|Offer I|Offer J,Offer A|Offer C|Offer D|Offer E|Offer I|Offer J,Offer C|Offer D|Offer I|Offer J,417
2026-03,CPS,Tier A,Location 3,462,Offer A|Offer C|Offer F|Offer H|Offer J,Offer A|Offer H|Offer J,Offer A|Offer H|Offer J,198
2026-03,CPS,Tier A,Location 3,307,Offer A|Offer C|Offer H|Offer J,Offer J,Offer J,3
2026-03,CPS,Tier A,Location 3,349,Offer A|Offer C|Offer I,,,346
2026-03,CPS,Tier A,Location 3,129,Offer A|Offer D|Offer G|Offer H|Offer I,Offer I,Offer I,20
2026-03,CPS,Tier A,Location 3,459,Offer A|Offer D|Offer I,,,459
2026-03,CPS,Tier A,Location 3,319,Offer A|Offer D|Offer J,Offer A,,144
2026-03,CPS,Tier A,Location 3,209,Offer A|Offer E|Offer F,Offer A|Offer E|Offer F,Offer E,11
2026-03,CPS,Tier A,Location 3,298,Offer A|Offer E|Offer F|Offer H,Offer A|Offer E|Offer F,Offer A|Offer E|Offer F,228
2026-03,CPS,Tier A,Location 3,435,Offer A|Offer I,,,2
2026-03,CPS,Tier A,Location 3,100,Offer B,Offer B,,1
2026-03,CPS,Tier A,Location 3,178,Offer B|Offer C|Offer D,Offer D,Offer D,124
2026-03,CPS,Tier A,Location 3,297,Offer B|Offer C|Offer D|Offer E|Offer F|Offer I|Offer J,Offer B|Offer C|Offer D|Offer E|Offer F|Offer I,Offer B|Offer E|Offer I,21
2026-03,CPS,Tier A,Location 3,209,Offer B|Offer C|Offer D|Offer F|Offer G|Offer H|Offer J,,,28
2026-03,CPS,Tier A,Location 3,358,Offer B|Offer C|Offer D|Offer F|Offer G|Offer J,Offer B|Offer C|Offer D|Offer F|Offer G|Offer J,,293
2026-03,CPS,Tier A,Location 3,226,Offer B|Offer C|Offer D|Offer F|Offer I|Offer J,Offer B|Offer C|Offer D|Offer F|Offer I,Offer D|Offer F|Offer I,77
2026-03,CPS,Tier A,Location 3,462,Offer B|Offer C|Offer E|Offer G|Offer I|Offer J,,,47
2026-03,CPS,Tier A,Location 3,129,Offer B|Offer C|Offer E|Offer H|Offer I,Offer C|Offer E|Offer H|Offer I,Offer C|Offer E,64
2026-03,CPS,Tier A,Location 3,178,Offer B|Offer C|Offer E|Offer H|Offer J,,,31
2026-03,CPS,Tier A,Location 3,296,Offer B|Offer C|Offer F|Offer J,,,104
2026-03,CPS,Tier A,Location 3,74,Offer B|Offer C|Offer G|Offer I,Offer B|Offer C|Offer I,Offer B,74
2026-03,CPS,Tier A,Location 3,206,Offer B|Offer D|Offer E|Offer F|Offer I|Offer J,Offer E|Offer F,Offer F,89
